symbolRate,modulation,centerFrequency,powerdBm,SNR,SNRdB,EVM,SER,runningTime
32000000000,16QAM,0,-13,44.4771394884209,16.4813684817062,0.148291778833897,0.00453969755695604,2675.236779
64000000000,16QAM,0,-13,22.1742386724122,13.4584871774632,0.207730005140953,0.0549875635176171,2870.429006
32000000000,16QAM,0,-14,35.3371059959289,15.4823097919838,0.165893897723337,0.0125890772587856,2761.361599
64000000000,16QAM,0,-14,17.6114285610341,12.4579458543978,0.231799012303348,0.0947003799612409,3068.769009
32000000000,16QAM,0,-15,28.0723716968735,14.4827910559323,0.185464788015069,0.0280698274151954,2690.552999
64000000000,16QAM,0,-15,13.9866360961459,11.4571327556761,0.258314750532137,0.145918850045015,3230.336456
32000000000,16QAM,0,-16,22.2999385365086,13.4830366603955,0.207167935498829,0.0546671142783025,2792.195079
64000000000,16QAM,0,-16,11.1073895805136,10.456120045767,0.287392971303975,0.206064120366838,3095.609381
32000000000,16QAM,0,-17,17.7139762995991,12.483160592782,0.231161865851891,0.0938916271191613,2749.042729
64000000000,16QAM,0,-17,0.69026769667109,-1.60982450363335,0.769202688488144,0.834985160261546,3457.729613
32000000000,16QAM,0,-18,14.0709072594342,11.4832210063752,0.257590238656025,0.144347122823616,3038.712974
64000000000,16QAM,0,-18,0.86255771043354,-0.642118383017952,0.732759572611455,0.812347883143736,3196.969197
32000000000,16QAM,0,-19,11.1769878005812,10.4832477690929,0.286569099528808,0.206369310118566,3093.797517
64000000000,16QAM,0,-19,0.780192751155751,-1.07798089076371,0.749520233800267,0.822892108616204,3666.423993
32000000000,16QAM,0,-20,0.936887929672753,-0.283123562153499,0.718559356602437,0.802963369879527,3340.547735
64000000000,16QAM,0,-20,0.527583119941614,-2.77709108185351,0.809128348940099,0.858934743299229,3622.79715
32000000000,16QAM,0,-10,88.4864294291991,19.4687667096986,0.105742815304898,3.05189751728137e-05,2404.748346
64000000000,16QAM,0,-10,44.2166314320272,16.4558565352521,0.148716943445182,0.00457021653212885,2464.307557
32000000000,16QAM,0,-11,70.4028281768093,18.4759010568915,0.11836013230359,0.000259411288968916,2343.816339
64000000000,16QAM,0,-11,35.1394163487324,15.4579454376628,0.16634693147965,0.0127569316222361,2680.559757
32000000000,16QAM,0,-12,55.9696276604463,17.4795241775984,0.132497709536194,0.00126653746967177,2415.101833
64000000000,16QAM,0,-12,27.9164221076287,14.4585975641229,0.185964843121087,0.0288099125631361,2529.815718
32000000000,16QAM,0,-5,254.809556502044,24.062157119611,0.0630803451784418,0,1915.259155
64000000000,16QAM,0,-5,134.658841934276,21.2923487521646,0.0858994411552132,0,2360.557583
32000000000,16QAM,0,-6,212.136601797348,23.2661560763586,0.06881701396069,0,2146.202855
64000000000,16QAM,0,-6,106.004538376452,20.2532445912946,0.096695085536475,7.62974379320342e-06,2417.734135
32000000000,16QAM,0,-7,172.681617557565,22.3724610816256,0.0760607538625803,0,2194.022338
64000000000,16QAM,0,-7,87.4854521916892,19.4193584092915,0.10632227673745,5.3408206552424e-05,2602.571617
32000000000,16QAM,0,-8,134.1553119625,21.2760787350687,0.0861192009921461,0,2322.016422
64000000000,16QAM,0,-8,69.8328475270836,18.4405975133625,0.118826914982973,0.000282300520348527,2561.074093
32000000000,16QAM,0,-9,111.037557702851,20.4546990080675,0.0945322268120029,0,2201.398859
64000000000,16QAM,0,-9,55.6029147415447,17.450975581826,0.132922346525813,0.00122075900691255,2340.485885
32000000000,16QAM,0,-1,271.247886939385,24.3336636365238,0.0641935250651961,0,2008.20782
64000000000,16QAM,0,-1,214.566332651986,23.3156157834509,0.0684254526256837,0,2242.479013
32000000000,16QAM,0,-2,310.755276304567,24.9241851124934,0.0590690319597092,0,1883.357085
64000000000,16QAM,0,-2,211.68048331465,23.2568081843756,0.0687699830323117,0,2080.853673
32000000000,16QAM,0,-3,317.162319255556,25.0128158497769,0.0576200888820216,0,2135.687699
64000000000,16QAM,0,-3,191.323336862854,22.817679467791,0.0722294753918848,0,2228.577263
32000000000,16QAM,0,-4,293.93699872058,24.6825425544607,0.0591765820616119,0,1979.641831
64000000000,16QAM,0,-4,163.238590852432,22.1282283709575,0.0781022297177322,0,2401.606531
32000000000,16QAM,0,0,211.809750886153,23.25945949438,0.0735601666022524,0,2030.386552
64000000000,16QAM,0,0,194.436165565341,22.8877704785697,0.0720049506674472,1.52594875864068e-05,2128.301524
32000000000,16QAM,0,1,151.606830263269,21.8071876777906,0.0876669553090372,0.000236522057589306,1989.293531
64000000000,16QAM,0,1,156.904001299237,21.9563401892168,0.0802517463291809,0.000114446156898051,2187.668646
32000000000,16QAM,0,2,102.428135332002,20.1041926661148,0.107099518161546,0.00229655288175423,2276.85165
64000000000,16QAM,0,2,111.757860111571,20.4827807751348,0.0950629860644597,0.000915569255184411,2321.441358
32000000000,16QAM,0,3,66.8454963323137,18.2507215230238,0.132680437082467,0.0093540658904674,2218.817214
64000000000,16QAM,0,3,78.770244800356,18.9636219516182,0.113159792140738,0.00369279599591046,2440.097078
